,time,tweets
66,2018-07-22 15:47:33,b'RT @Harish7Sethi: #\xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa8\xe0\xa5\x80_\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 pressurized judge to verdict in government side\n#NoConfidenceMotion \n@aajtak @naqvimukhtar \n@abpnewstv @ndtv\xe2\x80\xa6'
67,2018-07-22 15:47:27,b'RT @abhishkJntrMnt: Rahul Gandhi\n#NoConfidenceMotion\nWatch how the the honest soldier is wrongly framed into the Sedition case.\n#\xe0\xa4\xab\xe0\xa5\x8c\xe0\xa4\x9c\xe0\xa5\x80_\xe0\xa4\x95\xe0\xa4\xbe_\xe0\xa4\x85\xe0\xa4\xaa\xe2\x80\xa6'
67,2018-07-21 16:21:12,"b""RT @_FranklySpeak: This is truly people's government - #ModiSarkar. Every ethically right demand of India's #daughters and #sons has been a\xe2\x80\xa6"""
68,2018-07-22 15:47:27,b'RT @NaIna0806: Haha this is too good \n\nIs Rahul really coming of Age as Durbaris want us to believe.... \n\n#NoConfidenceMotion \n#Bahubali ht\xe2\x80\xa6'
68,2018-07-21 16:20:50,"b""This is truly people's government - #ModiSarkar. Every ethically right demand of India's #daughters and #sons has b\xe2\x80\xa6 https://t.co/jWJWuzo5Ht"""
69,2018-07-22 15:47:16,b'RT @trollsangh: Still no big Discussion on National media\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0 #IndiaTrustsModi #ModiLiesInParliament #NoConfidenceMotion #GSTCouncilMeet #tro\xe2\x80\xa6'
69,2018-07-21 15:34:45,"b'@narendramodi @PMOIndia #ModiSarkar Mr PM please declare treason, publically anti state instigating speeches as dis\xe2\x80\xa6 https://t.co/dnHCC1I4nM'"
70,2018-07-21 15:31:43,b'@narendramodi_in @PMOIndia i will stand by #ModiSarkar firmer and taller if he declare lynching as violation of ind\xe2\x80\xa6 https://t.co/ewRpeCWXXF'
70,2018-07-22 15:47:15,b'RT @theskindoctor13: Reason why @RahulGandhi is claiming that @EmmanuelMacron had told him that there is no secrecy pact between India &amp; Fr\xe2\x80\xa6'
71,2018-07-21 14:58:36,"b""RT @2312Qanish: @smritiirani @PiyushGoyal wonderful decision eva \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f..its commendable ma'am. every girl shud hv access to sanitary napkins n\xe2\x80\xa6"""
71,2018-07-22 15:47:04,b'RT @trollsangh: See the difference \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n#GSTCouncilMeet #NoConfidenceMotion #IndiaTrustsModi #trollsangh https://t.co/W0GOWRPziq'
72,2018-07-21 14:58:01,"b""@smritiirani @PiyushGoyal wonderful decision eva \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f..its commendable ma'am. every girl shud hv access to sanitary n\xe2\x80\xa6 https://t.co/0mViuo4OVj"""
72,2018-07-22 15:47:03,"b'RT @aiteea_India: @CMDBSNL @Secretary_DoT @manojsinhabjp @PMOIndia Difference in no of increment between two employee with a gap of 2 year,\xe2\x80\xa6'"
73,2018-07-22 15:46:53,"b'RT @jayateerthbn: Hello @sriramulubjp come lets fight, ask all your party MPs to resign and go #NoConfidenceMotion for not solving #Mahaday\xe2\x80\xa6'"
73,2018-07-21 13:37:03,b'@Arunaurs @rahulkanwal So as per Rahul Kanwal the biggest interest of Nationalist sarkar is to protect French compa\xe2\x80\xa6 https://t.co/fPfKTtHUtc'
74,2018-07-21 13:06:38,b'#womenempowerment is top #priorities of #modisarkar https://t.co/tPgp0rwfdC'
74,2018-07-22 15:46:45,"b'RT @shaktisinhgohil: Love, equality, secularism is what we stand for.  #IamCongress and i am  privileged that we are led by shri @RahulGand\xe2\x80\xa6'"
75,2018-07-22 15:46:30,b'RT @sonali_goculdas: #ShivSena  I voted for for your MP From south Mumbai because I wanted Mr Narendra Modi as PM #NoConfidenceMotion I Did\xe2\x80\xa6'
75,2018-07-21 12:51:05,"b""@arunjaitley If you look at his tweets,\nI know I have, you won't find a single tweet from him as\n a finance ministe\xe2\x80\xa6 https://t.co/ZUq6FnbS1Y"""
76,2018-07-21 12:38:41,b'RT @Joydeep52144633: #IndiaTrustsModi #NoConfidenceMotion \n\nA fool can #hug\nBut A #hug cannot fool\n\nAab ki baar /400 paar \nFor #ModiSarkar'
76,2018-07-22 15:46:28,"b""RT @maulinshah9: The PM's speech was like watching a blockbuster movie in Parliament. He has the potential to be the best actor in the worl\xe2\x80\xa6"""
77,2018-07-22 15:46:18,b'RT @archi0606: #NoConfidenceMotion\nBarwala Kand was a pre-planned political conspiracy of the Haryana Government &amp; #\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xae\xe0\xa4\xa8_IG_\xe0\xa4\x85\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb5\xe2\x80\xa6'
77,2018-07-21 12:37:39,b'#IndiaTrustsModi #NoConfidenceMotion \n\nA fool can #hug\nBut A #hug cannot fool\n\nAab ki baar /400 paar \nFor #ModiSarkar'
78,2018-07-21 11:32:34,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
78,2018-07-22 15:46:17,"b'RT @SandipGhose: @amitmalviya If @IndiaToday - which is now so supportive of Congress and the Gandhis - is saying this, then one can imagin\xe2\x80\xa6'"
79,2018-07-22 15:46:14,b'RT @KasamCinemaaki: That smile... That damn smile.... \n\n#NoConfidenceMotion https://t.co/TW2z5Y7Kp4'
79,2018-07-21 09:59:55,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
80,2018-07-22 15:46:07,"b'RT @Fairoz_JK: Congratulations to those 126 AYES. Those 126 AYES are the Yes of Democracy, Secularism, Equality and the voice of the voicel\xe2\x80\xa6'"
80,2018-07-21 09:53:21,b'@ShekharGupta Maybe #RahulGandhi time has come as a senior editor dedicates a full article about him. But what we s\xe2\x80\xa6 https://t.co/dmmMeI3sFM'
81,2018-07-22 15:46:06,b'RT @jarurisuchna2: #NoConfidenceMotion\n@mlkhattar Govt. and IG Anil Rao is responsible for Barwala Scandal 2014.\nIn police proceedings 6 pe\xe2\x80\xa6'
81,2018-07-21 09:50:20,"b'We also need a counter narrative, a vision for India with action plan, for all the failures of #ModiSarkar &amp; provid\xe2\x80\xa6 https://t.co/8tesMqCIyY'"
82,2018-07-21 09:32:28,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
82,2018-07-22 15:46:04,"b'RT @Ra_THORe: Rahul Gandhi accuses the government of opacity on Rafale deal. But here, the French President Emmanuel Macron, in an intervie\xe2\x80\xa6'"
83,2018-07-22 15:45:55,"b'RT @cpimspeak: Another #NoConfidenceMotion was held yesterday, this one outside the  Parliament by Kisans who have lost confidence in this\xe2\x80\xa6'"
83,2018-07-21 09:30:21,"b'#whatsapp does walk the talk.. They limit the forward option to restrict passing of #fakenews. Bdw, how will the po\xe2\x80\xa6 https://t.co/ACZm8868x7'"
84,2018-07-22 15:45:45,b'@Joydas @Imamofpeace Full 2 Entertainment ! \n#NoConfidenceMotion Every 6 Months Mein Ek Baar Lana Mangta Hai ! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xe2\x80\xa6 https://t.co/E1cdEVDerF'
84,2018-07-21 09:19:43,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
85,2018-07-22 15:45:38,"b""RT @Subytweets: Year 2019. South Block, Raisina Hill,\xc2\xa0New Delhi. New Indian Prime Minister's office. @rahulkanwal waiting to get an Intervi\xe2\x80\xa6"""
85,2018-07-21 09:03:31,"b""RT @kush07: Summary of what Hon'ble PM @narendramodi'ji did to #PongaPandit @RahulGandhi &amp; all his #Pidis &amp; his #TukdeTukdeGang members in\xe2\x80\xa6"""
86,2018-07-21 08:12:13,"b'We may like it or not but the reality is : #MobLynching will continue happening not just because the government, to\xe2\x80\xa6 https://t.co/JUvSRwwqpF'"
86,2018-07-22 15:45:33,b'RT @Akashvns092: Roads of Varanasi build by UP government but sadly demolished by Nehru ji.\n#NoConfidenceMotion\n#EVMHataoModiBhagao https:/\xe2\x80\xa6'
87,2018-07-22 15:45:32,"b'RT @Nation_is1st: I was wondering why #RahulGandhi hugged &amp; winked in #Parliament .\nThen I remembered that he was playing d role of ""Chief\xe2\x80\xa6'"
87,2018-07-21 08:02:14,"b""RT @kush07: Summary of what Hon'ble PM @narendramodi'ji did to #PongaPandit @RahulGandhi &amp; all his #Pidis &amp; his #TukdeTukdeGang members in\xe2\x80\xa6"""
88,2018-07-22 15:45:32,"b'RT @MrsGandhi: When they asked for the #NoConfidenceMotion, mother &amp; son had no idea what they were heading for!!\n\nThe facts placed in fron\xe2\x80\xa6'"
88,2018-07-21 07:53:10,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
89,2018-07-22 15:45:29,"b'RT @DailyO_: #Rafale row in #Parliament revealed one thing. Government, Opposition, media lack defence knowledge | @Iyervval | https://t.co\xe2\x80\xa6'"
89,2018-07-21 07:18:41,b'RT @friendscongress: #BetiBachao was launched by #ModiSarkar in #Haryana. And the state has become a horror state for women. When will they\xe2\x80\xa6'
90,2018-07-22 15:45:22,"b""RT @DasiPriti: #NoConfidenceMotion\n#\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xae\xe0\xa4\xa8_IG_\xe0\xa4\x85\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb5's hands are stained with the blood of 6 innocent devotees of sant rampal ji maha\xe2\x80\xa6"""
90,2018-07-21 07:18:21,b'#Good days under #ModiSarkar  Man #lynched by Hindu \xf0\x9f\x95\x89 Terrorists \nhttps://t.co/8hgeLZggSs'
91,2018-07-22 15:45:11,b'What the #Opposition achieved with the #NoConfidenceMotion | @gautambenegal | https://t.co/oAemWTd7xQ https://t.co/ylKT6Vqptm'
91,2018-07-21 07:11:32,b'RT @mahurkar001: @narendramodi ji Is  Rs520Crore #FighterJet   costing 1600Crore under #ModiSarkar &amp; Industrial House will earn Rs45000 Cro\xe2\x80\xa6'
92,2018-07-22 15:45:09,"b""RT @_YogendraYadav: Modi govt's achievement is that everyone, including\n\nFarmer\nTrader\nYouth\nWomen\nDalit\nMinorities\n\nis more insecure today\xe2\x80\xa6"""
92,2018-07-21 07:05:39,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
93,2018-07-22 15:44:55,b'RT @KPadmaRani1: @RahulGandhi Nazro ke teer mare kas kas kas\nEk nahi do nahi aath no das...\n\nThank heavens it was Parliament and Live on TV\xe2\x80\xa6'
93,2018-07-21 06:59:18,b'Again proves that the whole #JNU scene involving #KanhaiyaKumar was a fabricated lie pushed by few channels and\xe2\x80\xa6 https://t.co/J8xwuWJZU1'
94,2018-07-21 06:54:51,b'#CowTerrorism is an undeniable achievement of #ModiSarkar....... https://t.co/NaRPPzqnkC'
94,2018-07-22 15:44:04,b'RT @PremChandraMis2: At zee news debate on #NoConfidenceMotion \n@INCIndia @shaktisinhgohil https://t.co/wC67vu0a3p'
95,2018-07-22 15:43:59,b'RT @drshamamohd: PM #Modi during the #NoConfidenceMotion- Indian passport has become stronger since 2014.\n\nReality - the Indian passport fe\xe2\x80\xa6'
95,2018-07-21 06:44:32,b'Union minister thus says that in India there exists no police to help curb #MobLynching and his govt is incapable o\xe2\x80\xa6 https://t.co/ZVQJMUAA5F'
96,2018-07-22 15:43:52,b'RT @sirjadejjaa: @priyankachopra DHADAK movie ka real and honest review Ye Hai...Old trade analyst money le ke kuch V Review Kar dete h..Wh\xe2\x80\xa6'
96,2018-07-21 06:38:43,b'RT @friendscongress: #BetiBachao was launched by #ModiSarkar in #Haryana. And the state has become a horror state for women. When will they\xe2\x80\xa6'
97,2018-07-22 15:43:42,b'RT @usdas12: #NoConfidenceMotion\ngovt in haryana and in Delhi should face social no confidence motion as\n#\xe0\xa4\xb9\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa3\xe0\xa4\xbe_\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82_\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x9f\xe0\xa4\xb2\xe0\xa4\xb0_\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\npredetermin\xe2\x80\xa6'
97,2018-07-21 06:29:58,b'RT @mahurkar001: @narendramodi ji Is  Rs520Crore #FighterJet   costing 1600Crore under #ModiSarkar &amp; Industrial House will earn Rs45000 Cro\xe2\x80\xa6'
98,2018-07-22 15:43:40,b'RT @bishnoikuldeep: Spellbinding speech by @RahulGandhi during the #NoConfidenceMotion. Strong reality check for the govt and it\xe2\x80\x99s false pr\xe2\x80\xa6'
98,2018-07-21 06:26:08,"b'RT @PreetiSMenon: As always @BhagwantMann, in few a direct words, tears apart #ModiSarkar \n#NoConfidenceMotion https://t.co/zSdrszlyrv'"
99,2018-07-21 06:13:41,b'RT @OFBJPUK: They tried to topple the Modi Govt on Friday and what happened? NDA Govt came through stronger with even more seats \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #Moditr\xe2\x80\xa6'
99,2018-07-22 15:43:27,"b'RT @LambaAlka: After seeing this video my foreign friend is asking , was your prime minister work in a drama company ??? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#NoConfidenceM\xe2\x80\xa6'"
