time,tweets
2018-08-05 06:46:39,"Finance Minister @PiyushGoyal , announced that a committee has been set up to look after the issues of Micro, Small… https://t.co/flGFHT2mOo"
2018-08-05 06:45:26,https://t.co/v3ufnGRxKH   Current affairs from THE HINDU newspaper #currentaffairs #thehinduexplains #antilynching… https://t.co/Cd9PFSNXc8
2018-08-05 06:42:44,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 06:36:49,In today's #GST council meeting the issues related to small businessmen &amp; retailers were discussed: Union Minister… https://t.co/yML9ObO9j7
2018-08-05 06:36:47,Revenue shortfall concerns and issues being faced by MSMEs dominated the 29th meeting of #GST Council. Given revenu… https://t.co/JH9jOvc6Mx
2018-08-05 06:35:29,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:33:16,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:31:04,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:30:38,"#GSTMitra is celebrating #FriendshipDay2018 as #MitraDivas2018

#Mitra - Many Language one meaning - ""A Helping Han… https://t.co/Nbcjbmv8lo"
2018-08-05 06:29:04,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:22:29,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:22:26,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:22:01,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:14:40,"RT @Aartiii_: Feminine hygiene now tax free in India .. Sanitary napkins out of GST net 👍✌️
Periods,Happy Independence day !!
Thank you 🙏 @…"
2018-08-05 06:14:26,"RT @udderrunner: #IPAexposed #IPA #Ideology Agenda is for Small Government,which means No #medicare,No Free #Education,no #NDIS,people have…"
2018-08-05 06:13:22,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:08:41,"#Swaminomics : Does suited-booted sound more corrupt than khadi-Gandhi cap? https://t.co/h0N4c7JhrW
#IBC #GST @PMOIndia"
2018-08-05 06:06:03,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:02:33,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 06:01:59,RT @dinesh_chawla: The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay card us…
2018-08-05 05:53:02,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:52:32,RT @23SapphireAngel: I'm so sad guys. There is a severe outage in my area internets been flickering for a few days.  Now it is fully out n…
2018-08-05 05:50:01,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:48:13,The #GST Council on Saturday approved the plan for 20% cashback on the total tax amount to #BHIM #UPI and #Rupay ca… https://t.co/Yz89IThBJz
2018-08-05 05:43:26,"RT @BTVI: Punjab FM @badalmanpreet: Next #GST Council Meet Likely On September 29-30 In Goa

GoM To Be Formed Under MoS Finance, Will Sugge…"
2018-08-05 05:38:51,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:38:48,Blogs : #BHIM  #GST  #UIDAI #MSME  BHIM gets friendly with... https://t.co/9n3vJduCJ5
2018-08-05 05:26:07,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:20:40,"RT @faizaskari: #Rupay Card, #BHIM Users to Get #Cashbacks for #DigitalPayments under #GST https://t.co/AMK68N3StB https://t.co/mbFv8Q54QY"
2018-08-05 05:20:22,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:19:00,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:14:26,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:14:26,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:12:45,"States to test #GST cashback for payments via #Rupay, #bhim #bhimsbipay #GSTCouncilMeet @deepshikhasET… https://t.co/iX6q8wWelW"
2018-08-05 05:11:33,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-05 05:11:30,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:11:20,"RT @RadhamohanBJP: Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

via Na…"
2018-08-05 05:09:47,"Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amount
https://t.co/tgHTdmkMEy

v… https://t.co/mSj2NU08hU"
2018-08-05 05:09:11,"RT @DrSRaghavachari: #TransformingIndia
#DigitalIndia
Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax amo…"
2018-08-05 05:01:33,"RT @indiavoicenews: In the last 13 months, GST Council has been feeling the concern of MSME sector, and has tried to relieve this sector, t…"
2018-08-05 05:00:56,"#TransformingIndia
#DigitalIndia
Good news for #BHIM, Rupay users! #GST Council approves 20% cashback on total tax… https://t.co/jixywOMsTM"
2018-08-05 05:00:11,"@GST_Council decides to give 20% #cashback on payments through @RuPay_npci &amp; @NPCI_BHIM . Hope, @vijayrupanibjp… https://t.co/rE0RsFCEmF"
2018-08-05 04:59:19,https://t.co/Gsun9nX4nR is feeling proud to announce Job oriented skill based Corporate Accounting and Taxation 6 m… https://t.co/hBcWYAPVGb
2018-08-05 04:57:11,RT @stocks_in: #GST Council meeting: Tax burden on MSMEs likely to be relaxed https://t.co/XqblYmMdtc
2018-08-05 04:57:05,RT @Dan_CCunningham: @ScottMorrisonMP What message are we sending when women's personal hygiene products attract a GST?? Why are condoms GS…
2018-08-05 04:54:11,"20% cashback of tax on Rupay card and Bhima app, GST Council approved #cashback #GST #tax https://t.co/GMeHtRLcE3 https://t.co/5PnW0SpFVa"
2018-08-05 04:53:33,#GST Council meeting: Tax burden on MSMEs likely to be relaxed https://t.co/XqblYmMdtc
2018-08-05 04:50:55,"RT @taxguru_in: Registration of GST with practical issues

Every one know that GST registration is required the moment you cross threshold…"
2018-08-05 04:47:02,"#Rupay Card, #BHIM Users to Get #Cashbacks for #digitalpayments under #GST #GSTCouncilMeet https://t.co/AMK68Nltl9"
2018-08-05 04:46:32,RT @23SapphireAngel: I'm so sad guys. There is a severe outage in my area internets been flickering for a few days.  Now it is fully out n…
2018-08-05 04:46:11,"RT @CNBCTV18Live: .@SecretaryDEA talks about state of the economy, fiscal picture, #GST collections &amp; more with Sapna Das https://t.co/FgWZ…"
2018-08-05 04:45:42,"RT @PIB_India: Total gross #GST revenue collected in the month of July 2018 is Rs. 96,483 crore of which CGST is Rs. 15,877 crore, SGST is…"
2018-08-05 04:43:37,I'm so sad guys. There is a severe outage in my area internets been flickering for a few days.  Now it is fully out… https://t.co/vicWPbW4bd
2018-08-05 04:34:37,"Steps to update vehicle number Easily in e-way bill ---&gt; https://t.co/C4TsvrmSeK 

#rajlaxmisolutions… https://t.co/w0p1J9leI9"
2018-08-05 04:32:37,"What this hell with #GST, Is volatile changing of values good for economy?, Is government so blind to unable to pre… https://t.co/VbgBjbRhFv"
2018-08-05 04:28:11,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 04:27:10,"RT @taxguru_in: Registration of GST with practical issues

Every one know that GST registration is required the moment you cross threshold…"
2018-08-05 04:26:15,"RT @szarita: #130000CroreRafaleScam Atrocities against Women,Children,Communities #Lynching #Pricerise #GST, #unemployment An unending list…"
2018-08-05 04:26:11,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-05 04:20:20,New GST returns system may not significantly benefit small taxpayers  https://t.co/mrBVURP1mT Read positive #GST ne… https://t.co/gspLXHr6Vk
2018-08-05 04:16:55,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-05 04:16:35,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 04:15:10,"RT @bsindia: #BSOpinion | Petrol and diesel must be brought under #GST purview. Ajay Shankar explains why

#GSTCouncil
@askGST_GoI #Petrol…"
2018-08-05 04:15:00,"#BSOpinion | Petrol and diesel must be brought under #GST purview. Ajay Shankar explains why

#GSTCouncil… https://t.co/wh1cWIdPUb"
2018-08-05 04:11:27,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 04:09:35,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 04:09:02,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 04:08:55,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 04:04:44,"RT @udderrunner: @RobMitchellMP @Greg_MarineLab @TurnbullMalcolm @billshortenmp these are the usual #LNP policies, they follow the #IPA #ne…"
2018-08-05 04:04:25,"@RobMitchellMP @Greg_MarineLab @TurnbullMalcolm @billshortenmp these are the usual #LNP policies, they follow the… https://t.co/XmOkJwp0FR"
2018-08-05 03:58:29,Digital incentive scheme could face tech hurdle as technology is not ready yet. @NewIndianXpress  #DigitalIndia… https://t.co/BGmxp90LSC
2018-08-05 03:50:06,RT @23SapphireAngel: Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play ;)…
2018-08-05 03:47:55,Aight my friends n family. We are live again for some fortnite fever ^_^ cat scratch fever lol. Kitty wants to play… https://t.co/YNvdtamJFh
2018-08-05 03:39:15,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-05 03:39:12,"RT @Neeraj_2018: These 2 tweets 🙌
#GST https://t.co/t0p2kBmor8"
2018-08-05 03:38:08,"Isn't that a valid question, @PiyushGoyal ? 
@PiyushGoyalOffc @FinMinIndia @narendramodi #GSTCouncilMeet #GST https://t.co/nUZqVnE34d"
2018-08-05 03:22:58,"RT @Neeraj_2018: These 2 tweets 🙌
#GST https://t.co/t0p2kBmor8"
2018-08-05 03:19:58,"#DD - Bhopal Live on 04-08-2018
Tax Planning &amp; Investment....
CA Mukesh Rajput 

#Bhopal #Doordarshan #India #News… https://t.co/GXuxMPohYE"
2018-08-05 03:15:52,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-05 03:12:02,"Morning News : 
#Sunday
#HappyFriendshipDay 
1) Bank Penalties Cost Depositors Rs 5000 CR in 17-18
2) Govt #pauses… https://t.co/gyhc5pErrH"
2018-08-05 03:09:08,"RT @irajulpandya: @narendramodi 
Thanks for taking such Action wich helps #MakeInIndia
#TransformingIndia
#amendments
#RBIPolicy #GST #Bank…"
2018-08-05 03:08:48,"These 2 tweets 🙌
#GST https://t.co/t0p2kBmor8"
2018-08-05 03:01:58,"#GST, Excise, Service Tax, Customs &amp; VAT updates for July 2018 https://t.co/MM7WzdXOYg #TGI #goodsandservicestax"
2018-08-05 03:01:48,RT @abpnewstv: BREAKING: Film #AccidentalPrimeMinister Producer #VijayGutte arrested over alleged Rs34 crore fraud by #GST intelligence win…
2018-08-05 03:00:00,"#GSTCouncil has set up a six-member committee under @BJPShivPShukla to look into the problems of MSMEs, report… https://t.co/CuhcZDCK5z"
2018-08-05 02:59:08,"RT @bksingh1712: After rate rationalisation, #GST council considering slab rationalisation
https://t.co/UHg4WaulzA"
2018-08-05 02:30:00,"#GST Council forms sub-committee headed by MoS Finance Shiv Pratap Shukla to look into the MSME sector’s issues. 
https://t.co/4QUjkypTkH"
2018-08-05 02:28:25,"RT @etalbert: so goose @abcnews @DanConifer on #tampon #tax

This is @AustralianLabor policy, they costed it

@LiberalAus have stood AGAINS…"
2018-08-05 02:12:38,RT @GoelSiddhart: Doesn't this quote by #RobinSharma apply to #demonetization and #GST given that #IndianGDP growth rate slowed in recent q…
2018-08-05 02:00:14,"https://t.co/DeDnAqvuZM

#GST #Compliance starts @ Rs. 1,499 per month

#clickntax #incometax https://t.co/DeDnAqvuZM"
2018-08-05 01:44:37,"RT @NarenMenon1: Why the Indian Rupee Could Become a Hard Currency | How #demonetization, #GST &amp; #digitalpayments will lead to this https:/…"
2018-08-05 01:43:25,RT @DigtlAssetCoach: Pretty sure the Australian #Greens have been calling for an end to #GST on #tampons for at least 17 years. It's great…
2018-08-05 01:38:53,#GST Council meet: Shiv Pratap Shukla to lead committee on MSMEs issues https://t.co/RczOHUnhgx
2018-08-05 01:22:50,RT @EY_India: The incentivising of #digitalpayments would help in maintaining a better database by the Government and tracking the footprin…
2018-08-05 01:20:23,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-05 01:17:19,"RT @etalbert: so goose @abcnews @DanConifer on #tampon #tax

This is @AustralianLabor policy, they costed it

@LiberalAus have stood AGAINS…"
2018-08-05 01:01:34,"@TimWattsMP @HumanHeadline @cheryl_kernot its peculiar how,now 'up to the states to agree'
yet those words where no… https://t.co/kUpQQ3EJt2"
2018-08-05 00:58:33,"RT @etalbert: so goose @abcnews @DanConifer on #tampon #tax

This is @AustralianLabor policy, they costed it

@LiberalAus have stood AGAINS…"
2018-08-05 00:37:21,"RT @etalbert: so goose @abcnews @DanConifer on #tampon #tax

This is @AustralianLabor policy, they costed it

@LiberalAus have stood AGAINS…"
2018-08-04 23:33:00,"RT @tallysolutions: GST Return: Key highlights of the draft simplified form &amp; what to expect - https://t.co/gPCKnbnIBP
#GST"
2018-08-04 23:05:01,"RT @etalbert: so goose @abcnews @DanConifer on #tampon #tax

This is @AustralianLabor policy, they costed it

@LiberalAus have stood AGAINS…"
2018-08-04 22:59:38,"RT @etalbert: so goose @abcnews @DanConifer on #tampon #tax

This is @AustralianLabor policy, they costed it

@LiberalAus have stood AGAINS…"
2018-08-04 22:58:54,Check out Fortnite Tournament! Representing the Global Stream Team! #GST https://t.co/JCMbnvhWNI #SupportSmallStreamers #Retweet
2018-08-04 22:17:32,RT @BillPounder: @RealMarkLatham #DopeyIsAsDopeyDoes #LordTurnip &amp; #TheTurnipCoalitionTeam are too stupid to realise getting power/energy p…
2018-08-04 21:51:25,"RT @bsindia: GST slabs may be reduced to 3; rates could be 5%,15% and 25%: Principal Economic Adviser Sanjeev Sanyal
#GST #GSTCouncil
https…"
2018-08-04 21:17:44,@ScottMorrisonMP What message are we sending when women's personal hygiene products attract a GST?? Why are condoms… https://t.co/zZLtE2XxIF
2018-08-04 20:16:31,"#GST Council approves incentives for digital payments
https://t.co/J2oFmNpdL8"
2018-08-04 20:15:57,"RT @szarita: #130000CroreRafaleScam Atrocities against Women,Children,Communities #Lynching #Pricerise #GST, #unemployment An unending list…"
2018-08-04 19:45:32,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-04 19:44:28,"RT @XxKillaQueen1xX: 2 more #twitch followers until I hit 500! In honor of that 500th follow coming soon, I will be doing a giveaway next F…"
2018-08-04 19:39:28,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-04 19:37:37,"#130000CroreRafaleScam Atrocities against Women,Children,Communities #Lynching #Pricerise #GST, #unemployment An un… https://t.co/c7DCHHOrBq"
2018-08-04 19:10:48,"RT @irajulpandya: @narendramodi 
Thanks for taking such Action wich helps #MakeInIndia
#TransformingIndia
#amendments
#RBIPolicy #GST #Bank…"
2018-08-04 19:06:39,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 19:02:52,"RT @maheshwarisr: .
.
😂
Anything that has the Congress association will have corruption involved by default. 

#Shame #TheAccidentalPrimeMi…"
2018-08-04 19:01:33,"@narendramodi Honorable PMji I am ready to give #15Lakh which you can use to transfer, after TDS &amp; #GST  in account… https://t.co/Snq5BG2BJO"
2018-08-04 19:00:58,"RT @BJP4India: Shri @ArunJaitley writes on 'Two Significant Reforms of the Week', the #GST rate reduction and the passage of the Prevention…"
2018-08-04 18:59:44,@Ahmedshabbir20 @dhanyarajendran #GST is not additional tax. It has just replaced the previous system. Are u inhere… https://t.co/HtFwzkZ2H6
2018-08-04 18:55:33,"RT @FinancialXpress: No more 12%, 18% #GST slab? Here's what Sushil Modi says GST Council may do

https://t.co/ULq3HiFuwG"
2018-08-04 18:36:03,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:34:39,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:32:56,"RT @CNBCTV18Live: #CNBCTV18Exclusive | @lekhachakrborty NIPFP says need to rationalise #GST rates, multiplicity is creating issues https://…"
2018-08-04 18:30:04,"States to test GST cashback payments via Rupay, BHIM app: Piyush Goyal    #GST #GSTcashbackpayments… https://t.co/yYuQqCk1pQ"
2018-08-04 18:29:40,"RT @joymallick: The truth why petroleum is not included in the GST . 
Shocking truth revealed .
#GST 
@tathagata2 @BJP4Bengal https://t.co/…"
2018-08-04 18:29:11,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:28:21,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-04 18:28:12,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:24:28,Good news.. Big #GST cut soon: https://t.co/5AeGpErUPc
2018-08-04 18:22:51,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:21:48,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:21:46,Letsblame #GST !! Cc @muglikar_ time for your photo Walla look :-) https://t.co/2eQLsXSzWj
2018-08-04 18:21:34,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:20:12,"2 more #twitch followers until I hit 500! In honor of that 500th follow coming soon, I will be doing a giveaway nex… https://t.co/rxxyagEpVE"
2018-08-04 18:19:42,"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc"
2018-08-04 18:11:16,"RT @BJP4India: Indian industries hail #GST revamp, pass on benefits of #GST rate cuts to the consumers. https://t.co/V4Tk0ZQTnF"
2018-08-04 18:06:14,RT @PwC_IN: Here are the necessary actions you need to take over the next 2 months to ensure that all valid credits are availed by your bus…
2018-08-04 18:04:40,"RT @stocks_in: #GST slabs may be pared to 3; rates could be 5%,15% and 25%: Sanjeev Sanyal https://t.co/6m7XVA72pE"
2018-08-04 18:03:38,"@PiyushGoyalOffc @PiyushGoyal we will let you know , what is #GST at 2019"
2018-08-04 18:01:25,@PiyushGoyalOffc @PiyushGoyal we will teach you real meaning of #GST at 2019 .
2018-08-04 17:58:03,"https://t.co/TfKgQDtd3x:#GST rates reduced on #waterHeaters,#SchoolBoard #ExamServices #Exempted..… https://t.co/dFpdzfNIDe"
2018-08-04 17:53:31,29th GST Council Meeting. #gst https://t.co/aemfJY9cha
2018-08-04 17:52:09,"https://t.co/TfKgQDtd3x:Relief to #SchoolBoard #ExamServices from #GST, #TaxRates reduced on #WaterHeaters  ..… https://t.co/1nayxCYsgJ"
2018-08-04 17:51:37,"RT @ShashankGoyal01: Infrastructure Development, Finance &amp; Economy, GST, Make in India, Social and Education Reforms to an all round cabine…"
2018-08-04 17:46:02,Why did it take so long for the government to exempt #sanitarynapkins from #GST? by @palkeshasawa https://t.co/JgVml1dk3i
2018-08-04 17:45:11,"RT @joymallick: The truth why petroleum is not included in the GST . 
Shocking truth revealed .
#GST 
@tathagata2 @BJP4Bengal https://t.co/…"
2018-08-04 17:41:17,"RT @irajulpandya: @narendramodi 
Thanks for taking such Action wich helps #MakeInIndia
#TransformingIndia
#amendments
#RBIPolicy #GST #Bank…"
2018-08-04 17:40:35,"RT @bsindia: GST slabs may be reduced to 3; rates could be 5%,15% and 25%: Principal Economic Adviser Sanjeev Sanyal
#GST #GSTCouncil
https…"
2018-08-04 17:36:24,"After today's #GST meeting decided ,to promote online shopping by #bhim and #rupay people will get 20% cash back on… https://t.co/YCfgV5168Y"
2018-08-04 17:32:00,Like @bainjal predicted you're out in the cold @arunjaitley time to bell the cat and stop the mindless blogging. Ma… https://t.co/L3RGaKsGlc
2018-08-04 17:26:53,#GST Council Proposes Cashback Incentive To Promote #DigitalPayments https://t.co/5oZGzCga5Q #OmmcomNews
2018-08-04 17:00:25,RT @htTweets: #GST slabs may be brought down to three: Principal economic advisor to finance ministry https://t.co/PAdV9R0cLe https://t.co/…
2018-08-04 17:00:10,"RT @CNBCTV18Live: .@SecretaryDEA talks about state of the economy, fiscal picture, #GST collections &amp; more with Sapna Das https://t.co/FgWZ…"
2018-08-04 17:00:08,Principal Economic advisor to the Finance Ministry #SajeevSanyal on Saturday said Goods and Services Tax (#GST) sla… https://t.co/npkol3S2Ld
2018-08-04 16:57:12,RT @htTweets: #GST slabs may be brought down to three: Principal economic advisor to finance ministry https://t.co/PAdV9R0cLe https://t.co/…
2018-08-04 16:57:03,"RT @taxguru_in: Key features of Draft Simplified GST Returns

GST Council in its 28th GST Council Meeting held on July 21, 2018 under the C…"
2018-08-04 16:55:12,RT @apnnewsindia: Group of ministers headed by MoS for Finance @BJPShivPShukla has been formed to look into #GST related issues of MSME sec…
2018-08-04 16:54:41,#Odisha Finance Minister Sashi Bhusan Behera after #GST Council meeting https://t.co/IkXsHAwmNT
2018-08-04 16:53:28,RT @htTweets: #GST slabs may be brought down to three: Principal economic advisor to finance ministry https://t.co/PAdV9R0cLe https://t.co/…
2018-08-04 16:52:05,"Weak #currency,high crude #oil prices,#tradewar,rising cost of #capital to hit #companies #earnings.Inflation is in… https://t.co/0bAp0GaX2d"
2018-08-04 16:48:49,"After rate rationalisation, #GST council considering slab rationalisation
https://t.co/UHg4WaulzA"
2018-08-04 16:45:57,RT @BayerG11: Southeast U.S. saw serious Take-All Root Rot (TARR) activity last year.  Plan now for limiting TARR this fall.  Here is the l…
2018-08-04 16:40:33,"RT @AshokGoelBJP: Reduction in #GST rates from 28% to 18%.
#GSTCouncil https://t.co/3lLql6zF8K"
2018-08-04 16:37:51,"#GST
#SarkarSarkarMeinFarkHai
#MannKiBaat
#PMOIndia
New Update on GST 
#UPToNewIndia
#CBEC https://t.co/Tu1FYDqkTw https://t.co/3c0tHSH8Io"
2018-08-04 16:36:14,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-04 16:35:01,"RT @bsindia: GST slabs may be reduced to 3; rates could be 5%,15% and 25%: Principal Economic Adviser Sanjeev Sanyal
#GST #GSTCouncil
https…"
2018-08-04 16:31:50,"@Reductress Oddly topical in Australia this week. . . #auspol #GST Is it alright to say I kinda preferred ""Flirty Looks""?"
2018-08-04 16:29:22,"RT @camishravikas: #GST meeting update:
Incentives as 20% Discount on Digital Payments done through BHIM, Rupay Debit Card, USSD etc. to be…"
2018-08-04 16:27:29,Rs 43K cr #GST revenue shortfall in Apr-Jun: West Bengal FM https://t.co/XWNRuqPqFt
2018-08-04 16:25:31,"RT @bsindia: GST slabs may be reduced to 3; rates could be 5%,15% and 25%: Principal Economic Adviser Sanjeev Sanyal
#GST #GSTCouncil
https…"
2018-08-04 16:23:34,#GST Council to set up panel to resolve tax issues of MSMEs; approves sops for digital transactions https://t.co/e9F9vbeF3E
2018-08-04 16:21:28,"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…"
2018-08-04 16:19:41,"A must read on how some are underestimating #GST revenues, by @surjitbhalla @PiyushGoyal @arunjaitley @PMOIndia https://t.co/2ZmNR7rAIJ"
2018-08-04 16:19:12,"RT @abhishekINDIAN7: New #GST on the cards now.
Very soon it will be 5% , 15% (merging 12% &amp; 18%) and top rate of 25%.

More simplified it…"
2018-08-04 16:14:36,RT @abpnewstv: BREAKING: Film #AccidentalPrimeMinister Producer #VijayGutte arrested over alleged Rs34 crore fraud by #GST intelligence win…
