tweets,features,sentiment
"RT @mediocritics: Going live in about 3 hours, revealing our viewers created rookies in #MaddenNFL19 which is going to be alot of fun! Also…","['rt', 'live', 'hours', 'revealing', 'viewers', 'created', 'rookies', 'maddennfl19', 'alot']",neutral
"Going live in about 3 hours, revealing our viewers created rookies in #MaddenNFL19 which is going to be alot of fun… https://t.co/juCtVkLxIu","['live', 'hours', 'revealing', 'viewers', 'created', 'rookies', 'maddennfl19', 'alot']",positive
"RT @YTFez: Monday chills with giveaway! Come say hi :)
#TeamB42 #GST #BeardedBeauties 

@B42community 
@gst_global 
@BBtwitchRTs 

@Mike_is…","['rt', 'monday', 'chills', 'hi', 'teamb42', 'gst', 'beardedbeauties']",positive
RT @CGLanceStatus: LanceFam going live with @NoMansSky in about 30 mins. See yall then. Come hang and let's keep grinding for affiliate and…,"['rt', 'lancefam', 'live', 'mins', 'yall', 'hang', 'grinding', 'affiliate']",neutral
"RT @YTFez: Monday chills with giveaway! Come say hi :)
#TeamB42 #GST #BeardedBeauties 

@B42community 
@gst_global 
@BBtwitchRTs 

@Mike_is…","['rt', 'monday', 'chills', 'hi', 'teamb42', 'gst', 'beardedbeauties']",positive
SOP related to Opening of #GST migration window https://t.co/KB2GFKKC3M #TGI #goodsandservicestax,"['sop', 'related', 'gst', 'migration', 'window', 'tgi', 'goodsandservicestax']",negative
30 points of proposed New #GST Returns ! https://t.co/saMiPUG9yF #TGI #goodsandservicestax #caumeshsharma,"['proposed', 'gst', 'returns', 'tgi', 'goodsandservicestax', 'caumeshsharma']",positive
"RT @amritabhinder: Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['rt', 'inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",neutral
Highlights of 29th #GST council meeting https://t.co/PE4zm9wctb,"['highlights', 'gst', 'council', 'meeting']",positive
RT @CGLanceStatus: LanceFam going live with @NoMansSky in about 30 mins. See yall then. Come hang and let's keep grinding for affiliate and…,"['rt', 'lancefam', 'live', 'mins', 'yall', 'hang', 'grinding', 'affiliate']",neutral
RT @CGLanceStatus: LanceFam going live with @NoMansSky in about 30 mins. See yall then. Come hang and let's keep grinding for affiliate and…,"['rt', 'lancefam', 'live', 'mins', 'yall', 'hang', 'grinding', 'affiliate']",neutral
LanceFam going live with @NoMansSky in about 30 mins. See yall then. Come hang and let's keep grinding for affiliat… https://t.co/KS6fg49zQ4,"['lancefam', 'live', 'mins', 'yall', 'hang', 'grinding']",negative
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"RT @DhiranjanPatra: @republic @narendramodi a history maker #PM.#Demonitisation,#GST,#NorthEastCouncil,#NRC,#BanOnTripleTalaq,#ScrappingOfA…","['rt', 'history', 'maker']",neutral
"RT @udaytharar: Looks like jobs in the services sector in #India are being created at a fast pace. 

The employment sub-index of the servic…","['rt', 'looks', 'jobs', 'services', 'sector', 'india', 'created', 'fast', 'pace', 'employment']",neutral
RT @kadri007: No one replies for small entrepreneurs. Why we have to pay penalty if a client has not even paid our cost in GST. Why should…,"['rt', 'replies', 'entrepreneurs', 'pay', 'penalty', 'client', 'paid', 'cost', 'gst']",neutral
"RT @moneymarine_: We got your back, our team has developed a dedicated #TwitterHelpCentre for you.  Write to us about all your queries on #…","['rt', 'team', 'developed', 'dedicated', 'twitterhelpcentre', 'write', 'queries']",neutral
"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…","['rt', 'biggest', 'economic', 'reforms', 'indian', 'economy', 'hon', 'pm', 'shri', 'gst']",neutral
"RT @DhiranjanPatra: @republic @narendramodi a history maker #PM.#Demonitisation,#GST,#NorthEastCouncil,#NRC,#BanOnTripleTalaq,#ScrappingOfA…","['rt', 'history', 'maker']",neutral
We are coming up with our 1st scholarship which would be worth taking the part for in Mumbai! The benefits are as a… https://t.co/cv1UccHo7P,"['coming', 'scholarship', 'worth', 'taking', 'benefits']",positive
"RT @YTFez: Monday chills with giveaway! Come say hi :)
#TeamB42 #GST #BeardedBeauties 

@B42community 
@gst_global 
@BBtwitchRTs 

@Mike_is…","['rt', 'monday', 'chills', 'hi', 'teamb42', 'gst', 'beardedbeauties']",positive
RT @FollowCII: Allowing hotels to charge #GST on actual tariff is very positive.This has been a demand of industry&amp; we r indeed grateful to…,"['rt', 'allowing', 'hotels', 'charge', 'gst', 'actual', 'tariff', 'demand', 'indeed', 'grateful']",neutral
"RT @PrerrnaSingh: When #Helmet is must to wear to protect #Headinjuries, then why it is in the luxury goods &amp; not in necessary goods? Remov…","['rt', 'helmet', 'wear', 'protect', 'headinjuries', 'luxury']",neutral
"#CongHeadgearInsult
#SarkarSarkarMeinFarkHai
#NPA #ModiGovt #Modi #BJP_भगाओ_देश_बचाओ #BJP
#AccheDin #NewIndia 
Junt… https://t.co/WCz5IUlIlT","['congheadgearinsult', 'sarkarsarkarmeinfarkhai', 'npa', 'modigovt', 'modi', 'bjp', 'acchedin', 'newindia']",negative
RT @icsi_cs: #GST-Educational Series @csmakarand @ppchaudharyMoS @arunjaitley @FinMinIndia https://t.co/gBaTD1ZO7k,"['rt', 'series']",negative
#Calgary We can help you with your #GST and #Payroll #tax issues #yyc See more here https://t.co/r889Y6vko3,"['calgary', 'help', 'gst', 'payroll', 'tax', 'issues', 'yyc']",positive
Y @INCIndia &amp;  #oppositions is so rattled with #demonetization #GST. #ModiFor2019. https://t.co/8noW2Qzvtx,"['oppositions', 'rattled', 'demonetization', 'gst', 'modifor2019']",negative
"RT @udaytharar: Looks like jobs in the services sector in #India are being created at a fast pace. 

The employment sub-index of the servic…","['rt', 'looks', 'jobs', 'services', 'sector', 'india', 'created', 'fast', 'pace', 'employment']",neutral
"RT @BTVI: Vimal Kejriwal, MD &amp; CEO, @KEC_Intl: Satisfied With Q1 Results, 18% Growth If Adjusted For #GST

Bagged Orders Worth Rs 2700 Cr I…","['rt', 'vimal', 'kejriwal', 'md', 'ceo', 'satisfied', 'results', 'growth', 'adjusted', 'gst', 'bagged', 'worth', 'rs', 'cr']",neutral
"Monday chills with giveaway! Come say hi :)
#TeamB42 #GST #BeardedBeauties 

@B42community 
@gst_global… https://t.co/liESXXRpAb","['monday', 'chills', 'hi', 'teamb42', 'gst', 'beardedbeauties']",positive
"RT @BTVI: Vimal Kejriwal, MD &amp; CEO, @KEC_Intl: Satisfied With Q1 Results, 18% Growth If Adjusted For #GST

Bagged Orders Worth Rs 2700 Cr I…","['rt', 'vimal', 'kejriwal', 'md', 'ceo', 'satisfied', 'results', 'growth', 'adjusted', 'gst', 'bagged', 'worth', 'rs', 'cr']",neutral
"RT @BTVI: Vimal Kejriwal, MD &amp; CEO, @KEC_Intl: Satisfied With Q1 Results, 18% Growth If Adjusted For #GST

Bagged Orders Worth Rs 2700 Cr I…","['rt', 'vimal', 'kejriwal', 'md', 'ceo', 'satisfied', 'results', 'growth', 'adjusted', 'gst', 'bagged', 'worth', 'rs', 'cr']",neutral
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"@TheHinduView Open your eyes ! For last 3 years @narendramodi government has taken bold steps, be it #Demo #GST… https://t.co/VPCKbX6R8J","['eyes', 'government', 'bold', 'steps', 'demo']",neutral
"RT @cajktiwary: Take #GST session at Zonal Training Institute, #NACIN, Delhi for Inspectors and custom officials at #NBCCPLAZa , Delhi . @N…","['rt', 'gst', 'session', 'zonal', 'training', 'institute', 'nacin', 'delhi', 'inspectors', 'custom', 'officials', 'nbccplaza', 'delhi']",neutral
"RT @CNBCTV18Live: #JustIn | @cbic_india issues notification of extending reverse charge mechanism under #GST to 30 September 2019

@Shereen…","['rt', 'justin', 'issues', 'notification', 'extending', 'reverse', 'charge', 'mechanism', 'gst', 'september']",neutral
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"#GST Journey so far:
Tax payers are confused.
GST council is busy in giving speculative talks to confuse more.… https://t.co/UcQ93HxMtL","['gst', 'journey', 'tax', 'payers', 'confused', 'gst', 'council', 'busy', 'giving', 'speculative', 'talks', 'confuse']",negative
@RickNewnham will this happen ? Same as the last years ! Change of #Government #politicians #publicservants could s… https://t.co/LqSzPCJGga,"['happen', 'change', 'government', 'politicians', 'publicservants']",negative
#JustIn | @cbic_india issues notification of extending reverse charge mechanism under #GST to 30 September 2019… https://t.co/31vM1T5Ee0,"['justin', 'issues', 'notification', 'extending', 'reverse', 'charge', 'mechanism', 'gst', 'september']",neutral
"RT @Talaolp: #WALibs
WA #Liberal Party committee report recommends letting States set own #GST
RIDICULOUS. HOW COULD THAT POSSIBLY WORK?

h…","['rt', 'walibs', 'wa', 'liberal', 'party', 'committee', 'report', 'recommends', 'letting', 'set', 'own', 'gst', 'ridiculous', 'possibly']",negative
"Wish to Buy Most Amazing @oneplus #SmartPhone Only if Display Screen Size is 4.7"" to 5""inch Max Weight Below 140 Gm… https://t.co/14l9ZSB9Ik","['wish', 'buy', 'amazing', 'smartphone', 'display', 'screen', 'size', 'max', 'weight', 'below']",negative
"RT @PrerrnaSingh: When #Helmet is must to wear to protect #Headinjuries, then why it is in the luxury goods &amp; not in necessary goods? Remov…","['rt', 'helmet', 'wear', 'protect', 'headinjuries', 'luxury']",neutral
RT @PwC_IN: Seamlessly migrate to PwC’s GST Compliance Solution and simplify all #GST processes for your organisation under a single window…,"['rt', 'seamlessly', 'migrate', 'gst', 'compliance', 'solution', 'simplify', 'gst', 'processes', 'organisation', 'single']",neutral
"RT @PrerrnaSingh: When #Helmet is must to wear to protect #Headinjuries, then why it is in the luxury goods &amp; not in necessary goods? Remov…","['rt', 'helmet', 'wear', 'protect', 'headinjuries', 'luxury']",neutral
RT @apnnewsindia: Special meeting of #GST council convened tomorrow in Delhi for redressal of small traders.,"['rt', 'special', 'meeting', 'gst', 'council', 'convened', 'tomorrow', 'delhi', 'redressal', 'traders']",positive
RT @apnnewsindia: Director of upcoming film 'The Accidental Prime Minister' Vijay R. Gutte arrested in a case of alleged Rs 34-crore #GST f…,"['rt', 'director', 'upcoming', 'film', 'accidental', 'prime', 'minister', 'vijay', 'gutte', 'arrested', 'alleged', 'rs', 'gst']",negative
RT @apnnewsindia: Law Committee will take decisions related to law. Fitment Committee will take decisions related to rates: Union Minister…,"['rt', 'law', 'committee', 'decisions', 'related', 'law', 'fitment', 'committee', 'decisions', 'related', 'union']",neutral
RT @apnnewsindia: In today's #GST council meeting the issues related to small businessmen &amp; retailers were discussed: Union Minister @Piyus…,"['rt', 'gst', 'council', 'meeting', 'issues', 'related', 'businessmen', 'retailers', 'union', 'minister']",neutral
"RT @udaytharar: Looks like jobs in the services sector in #India are being created at a fast pace. 

The employment sub-index of the servic…","['rt', 'looks', 'jobs', 'services', 'sector', 'india', 'created', 'fast', 'pace', 'employment']",neutral
"RT @AwakeningBhakts: PM @ReallySwara Why the hell you are not doing any Press Conference for last 4 years.
Please Answer on following
#acch…","['rt', 'pm', 'hell', 'doing', 'press', 'conference', 'please', 'answer', 'following']",neutral
"#WALibs
WA #Liberal Party committee report recommends letting States set own #GST
RIDICULOUS. HOW COULD THAT POSSIB… https://t.co/Gbv9T6KUzV","['walibs', 'wa', 'liberal', 'party', 'committee', 'report', 'recommends', 'letting', 'set', 'own', 'gst', 'ridiculous']",negative
"PM @ReallySwara Why the hell you are not doing any Press Conference for last 4 years.
Please Answer on following… https://t.co/WjNZl3nuLf","['pm', 'hell', 'doing', 'press', 'conference', 'please', 'answer']",negative
"Tomorrow if a member of SC, ST wrongly blames a member of another community for harassing him as per the ruling of… https://t.co/DbUMs9JlOz","['tomorrow', 'sc', 'st', 'wrongly', 'blames', 'community', 'harassing', 'ruling']",positive
"RT @zules7172: @VazeIndian @beindiya @RahulGandhi @rssurjewala Soon after #Demonitisation came #GST, another hit to the employment.

India…","['rt', 'soon', 'demonitisation', 'gst', 'hit', 'employment']",neutral
RT @_smallfrychey: Im back!! And before I post my stream schedule for this week I’d like to personally welcome and shout out all of the new…,"['rt', 'im', 'post', 'stream', 'schedule', 'week', 'personally', 'welcome', 'shout']",neutral
"RT @EconomicTimes: No #GST refunds for foreigners as of now: #FinanceMinistry 
https://t.co/Iw0O759WYC","['rt', 'gst', 'refunds', 'foreigners', 'financeministry']",neutral
RT @mediocritics: Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we're ta…,"['rt', 'mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
"RT @amritabhinder: Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['rt', 'inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",neutral
"RT @amritabhinder: Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['rt', 'inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",neutral
"RT @EconomicTimes: No #GST refunds for foreigners as of now: #FinanceMinistry 
https://t.co/Iw0O759WYC","['rt', 'gst', 'refunds', 'foreigners', 'financeministry']",neutral
"@republic @narendramodi a history maker #PM.#Demonitisation,#GST,#NorthEastCouncil,#NRC,#BanOnTripleTalaq,… https://t.co/jq36NaTu8Y","['history', 'maker']",positive
"No #GST refunds for foreigners as of now: #FinanceMinistry 
https://t.co/Iw0O759WYC","['gst', 'refunds', 'foreigners', 'financeministry']",negative
"The government has not invoked relevant provisions of the Integrated Goods and Services Tax Act yet, the Finance Mi… https://t.co/hVUmvjMQND","['government', 'invoked', 'relevant', 'provisions', 'integrated', 'services', 'tax', 'act', 'finance']",neutral
"RT @amritabhinder: Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['rt', 'inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",neutral
"#Postage in &amp; from #Australia. It's more, if you choose Registered mail to receive a delivery receipt. Pity… https://t.co/PHTIeN6JXe","['postage', 'australia', 'choose', 'registered', 'mail', 'receive', 'delivery', 'receipt']",positive
"RT @amritabhinder: Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['rt', 'inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",neutral
"RT @amritabhinder: Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['rt', 'inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",neutral
"Give your inputs for improvement and simplification of #GST Returns :)

Visit https://t.co/tEAbiSAVDA","['inputs', 'improvement', 'simplification', 'gst', 'returns', 'visit']",positive
RT @mediocritics: Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we're ta…,"['rt', 'mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
"RT @SagInfoTech: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.
#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
RT @mediocritics: Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we're ta…,"['rt', 'mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
RT @_smallfrychey: Im back!! And before I post my stream schedule for this week I’d like to personally welcome and shout out all of the new…,"['rt', 'im', 'post', 'stream', 'schedule', 'week', 'personally', 'welcome', 'shout']",neutral
"RT @taxguru_in: Reverse Charge Mechanism Under GST Law: Complete Analysis

The supplier of goods or services is liable to pay GST. However,…","['rt', 'reverse', 'charge', 'mechanism', 'gst', 'complete', 'analysis', 'supplier', 'services', 'liable', 'pay', 'gst']",neutral
"RT @taxguru_in: Reverse Charge Mechanism Under GST Law: Complete Analysis

The supplier of goods or services is liable to pay GST. However,…","['rt', 'reverse', 'charge', 'mechanism', 'gst', 'complete', 'analysis', 'supplier', 'services', 'liable', 'pay', 'gst']",neutral
@ivyjosiah What is the point since #PH has backtracked on its manifestoes? #BTN #ASC #UEC etc? Only managed to abolish #GST,"['ph', 'backtracked', 'manifestoes', 'btn', 'asc', 'uec', 'etc', 'managed', 'abolish', 'gst']",negative
No #GST refunds for foreigners as of now: Finance Ministry https://t.co/3JlyyVQEZf,"['gst', 'refunds', 'foreigners', 'finance', 'ministry']",positive
"RT @arun_thukral: While a lot of debate is still going on about #GST, the #reform is quietly working its magic. With more money available f…","['rt', 'lot', 'debate', 'gst', 'reform', 'quietly', 'magic', 'money', 'available']",neutral
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
RT @YTFez: Great weekend celebrating a close friends birthday! Chill stream this evening! Still have the game giveaway running. Hope to see…,"['rt', 'weekend', 'celebrating', 'close', 'friends', 'chill', 'stream', 'game', 'giveaway', 'running', 'hope']",neutral
"RT @SilentTaz: Just went live, come hang out! 

@gst_global @streamrttool @b42community @almostheroes1 @streamrttool #B42 #GST #AH 

https:…","['rt', 'live', 'hang', 'gst', 'ah']",neutral
RT @23SapphireAngel: Lets get our fortnite freak on ^_^ playing with SimpleEnglish so come check out our kick ass game play (or hillarious…,"['rt', 'fortnite', 'freak', 'playing', 'simpleenglish', 'check', 'kick', 'ass', 'game', 'play']",negative
"RT @Ahmedshabbir20: 2 idly ₹228 
1 plain dosa ₹282 🤯🤯🤯🤯🤯

Then more than ₹450 for #GST 🤯🤯🤯🙄🙄🙄😳😳😳 https://t.co/wSzuAf3kTc","['rt', 'idly', 'plain', 'dosa', 'gst']",negative
"RT @FHC_Updates: Video by Farooq Sir on Clarification of announcement by BOS on 3rd August, 2018 for IDT Syllabus (exclusions) applicable f…","['rt', 'video', 'farooq', 'sir', 'clarification', 'announcement', 'bos', 'august', 'idt', 'syllabus', 'applicable']",neutral
"RT @FlapMiss: A very chill and successful stream today! Made 50 followers!!! Huge thank you to everyone who stopped in, followed, raided an…","['rt', 'chill', 'successful', 'stream', 'huge', 'thank', 'stopped', 'followed', 'raided']",neutral
"RT @taxguru_in: All About GST Return

GST Return filing due date: Mentioned are the due date for filing of returns under GST regime pertain…","['rt', 'gst', 'return', 'gst', 'return', 'filing', 'due', 'mentioned', 'due', 'date', 'filing', 'returns', 'gst', 'regime']",neutral
"RT @taxguru_in: Reverse Charge Mechanism Under GST Law: Complete Analysis

The supplier of goods or services is liable to pay GST. However,…","['rt', 'reverse', 'charge', 'mechanism', 'gst', 'complete', 'analysis', 'supplier', 'services', 'liable', 'pay', 'gst']",neutral
RT @mediocritics: Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we're ta…,"['rt', 'mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
RT @mediocritics: Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we're ta…,"['rt', 'mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
"RT @firstpost: Currently, 60% of the #autocomponents attract 18% #GST rate, while the rest 40%, the majority of which are #twowheelers, and…","['rt', 'currently', 'autocomponents', 'attract', 'gst', 'rate', 'rest', 'majority', 'twowheelers']",negative
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…","['rt', 'biggest', 'economic', 'reforms', 'indian', 'economy', 'hon', 'pm', 'shri', 'gst']",neutral
"RT @BTVI: Vimal Kejriwal, MD &amp; CEO, @KEC_Intl: Satisfied With Q1 Results, 18% Growth If Adjusted For #GST

Bagged Orders Worth Rs 2700 Cr I…","['rt', 'vimal', 'kejriwal', 'md', 'ceo', 'satisfied', 'results', 'growth', 'adjusted', 'gst', 'bagged', 'worth', 'rs', 'cr']",neutral
"RT @dpradhanbjp: The three biggest economic reforms in Indian economy under Hon. PM Shri. @narendramodi’s govt~#Demonetisation, #GST &amp; #IBC…","['rt', 'biggest', 'economic', 'reforms', 'indian', 'economy', 'hon', 'pm', 'shri', 'gst']",neutral
RT @mediocritics: Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we're ta…,"['rt', 'mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
"RT @BJP4India: Indian industries hail #GST revamp, pass on benefits of #GST rate cuts to the consumers. https://t.co/V4Tk0ZQTnF","['rt', 'indian', 'industries', 'hail', 'gst', 'revamp', 'pass', 'benefits', 'gst', 'rate', 'cuts', 'consumers']",neutral
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
Mediocre Monday? Nah motivation monday! Can't wait to be live again tonight 6pm est. playing #MaddenNFL19. Today we… https://t.co/vKJHJza7NP,"['mediocre', 'monday', 'nah', 'motivation', 'wait', 'live', 'tonight', 'est', 'playing', 'maddennfl19']",negative
"RT @firstpost: Currently, 60% of the #autocomponents attract 18% #GST rate, while the rest 40%, the majority of which are #twowheelers, and…","['rt', 'currently', 'autocomponents', 'attract', 'gst', 'rate', 'rest', 'majority', 'twowheelers']",negative
RT @MyNation: Foreigners coming to #India may not get #GST refunds on goods purchased and carried back by them as the government has not in…,"['rt', 'foreigners', 'coming', 'india', 'gst', 'refunds', 'purchased', 'carried', 'government']",neutral
"RT @udaytharar: Looks like jobs in the services sector in #India are being created at a fast pace. 

The employment sub-index of the servic…","['rt', 'looks', 'jobs', 'services', 'sector', 'india', 'created', 'fast', 'pace', 'employment']",neutral
"#PiyushGoyal holds 29th #GST Council meet at Vigyan Bhawan

Video Link - https://t.co/zxYehnjwvf

@PiyushGoyal https://t.co/upedP2RHQv","['piyushgoyal', 'holds', 'gst', 'council', 'meet', 'vigyan', 'bhawan', 'video', 'link']",positive
"#GST Council decides to form sub committee headed by MoS Finance and States Finance Ministers 

Video Link -… https://t.co/d4BDy4ldnp","['gst', 'council', 'decides', 'form', 'sub', 'committee', 'headed', 'mos', 'finance', 'finance', 'ministers', 'video', 'link']",positive
Trust the process. #workout #gst #disciplineequalsfreedom https://t.co/mM5NKeCd1t https://t.co/4KSbr8EEuA,"['trust', 'process', 'workout', 'gst', 'disciplineequalsfreedom']",negative
"RT @SilentTaz: Just went live, come hang out! 

@gst_global @streamrttool @b42community @almostheroes1 @streamrttool #B42 #GST #AH 

https:…","['rt', 'live', 'hang', 'gst', 'ah']",neutral
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"RT @zules7172: @VazeIndian @beindiya @RahulGandhi @rssurjewala Soon after #Demonitisation came #GST, another hit to the employment.

India…","['rt', 'soon', 'demonitisation', 'gst', 'hit', 'employment']",neutral
"RT @zules7172: @VazeIndian @beindiya @RahulGandhi @rssurjewala Soon after #Demonitisation came #GST, another hit to the employment.

India…","['rt', 'soon', 'demonitisation', 'gst', 'hit', 'employment']",neutral
Society managing committee may have to bear fine of Rs. 25000 if they fails to submit Audit accounts and other mand… https://t.co/XrS9mkWwni,"['society', 'managing', 'committee', 'bear', 'fine', 'rs', 'fails', 'submit', 'audit', 'accounts']",negative
The 29th GST council meeting didn't make a decision on the rules and conditions to give a refund of GST on goods pu… https://t.co/WG1YdMFqoQ,"['gst', 'council', 'meeting', 'decision', 'rules', 'conditions', 'refund', 'gst']",positive
"RT @firstpost: Currently, 60% of the #autocomponents attract 18% #GST rate, while the rest 40%, the majority of which are #twowheelers, and…","['rt', 'currently', 'autocomponents', 'attract', 'gst', 'rate', 'rest', 'majority', 'twowheelers']",negative
"Currently, 60% of the #autocomponents attract 18% #GST rate, while the rest 40%, the majority of which are… https://t.co/vBgsfyIteG","['currently', 'autocomponents', 'attract', 'gst', 'rate', 'rest', 'majority']",negative
The #GST electronic #ledgers explained in detail. Here’s all you need to know about the GST portal #features three… https://t.co/FDi07JPNTB,"['gst', 'electronic', 'ledgers', 'explained', 'detail', 'gst', 'portal', 'features']",negative
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
"You can now avail a #GST Cashback on your digital transactions.
Read more: https://t.co/ieCtBW1gvg https://t.co/JEZjlicHRP","['avail', 'gst', 'cashback', 'digital', 'transactions', 'read']",negative
"RT @_smallfrychey: Ok, so I know I’ve been hiding under a rock most of this weekend due to not feeling well. But starting tomorrow I’m goin…","['rt', 'ok', 'hiding', 'rock', 'weekend', 'due', 'feeling', 'starting', 'tomorrow']",negative
#Automotive Component Manufacturers Association of India #ACMA has urged the government to levy a uniform #GST of 1… https://t.co/yV6aODW6Fk,"['automotive', 'component', 'manufacturers', 'association', 'india', 'acma', 'urged', 'government', 'levy', 'uniform', 'gst']",neutral
"#GST Council Approves A Pilot To Give Cashback, Sets Up A Panel To look into #MSME Issues https://t.co/J4a72H0tWk","['gst', 'council', 'approves', 'pilot', 'cashback', 'sets', 'panel', 'look', 'msme', 'issues']",negative
"@askGST_GoI @GST_Council @askGSTech Submitted an application for additional place of business on 21st July, the sta… https://t.co/5yffldR4E3","['submitted', 'application', 'additional', 'business', 'july']",neutral
What's changed with the new #GST returns https://t.co/xgKerslGFz,"['changed', 'gst', 'returns']",positive
"RT @cbic_india: Reduced GST Rates: Handbags, Cosmetics, Dryers and Perfumes etc.
Bringing joy and color in Women's life.

#GST #GSTCouncilM…","['rt', 'reduced', 'gst', 'handbags', 'cosmetics', 'dryers', 'perfumes', 'etc', 'bringing', 'joy', 'color', 'life', 'gst']",positive
