tweets,features,sentiment
 GST on Bamboo flooring was reduced to 12 at the 28th GSTCouncilMeet today This was one of the proposals presented by,"['gst', 'bamboo', 'flooring', 'reduced', 'gstcouncilmeet', 'proposals']",positive
 No GST on sanitarynapkins now GSTCouncilMeet approved the demand of Maharashtra IN today s 28th council meeting in,"['gst', 'sanitarynapkins', 'gstcouncilmeet', 'approved', 'demand', 'maharashtra', 'council', 'meeting']",positive
 GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you,"['gst', 'removed', 'sanitary', 'napkins', 'actual', 'women', 'empowerment', 'peak', 'indeed', 'endeavour', 'thank']",negative
 GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you,"['gst', 'removed', 'sanitary', 'napkins', 'actual', 'women', 'empowerment', 'peak', 'indeed', 'endeavour', 'thank']",negative
 Why no GST on sanitary napkins could actually make it costlier via,"['gst', 'sanitary', 'napkins', 'actually', 'costlier', 'via']",positive
 MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores,"['mof', 'officials', 'finally', 'checkmated', 'gst', 'council', 'chaired', 'time', 'finance', 'minister', 'piyush', 'goyal', 'ignores']",positive
 The announcement by the Govt on allowing hotels to charge GST on actual tariff and not on published tariff is a very positi,"['announcement', 'govt', 'allowing', 'hotels', 'charge', 'gst', 'actual', 'tariff', 'published', 'tariff', 'positi']",neutral
 Why no GST on sanitary napkins could actually make it costlier via,"['gst', 'sanitary', 'napkins', 'actually', 'costlier', 'via']",positive
 marketupdate nifty50 manage to stay at 11000 Bata stocks are trading hire 5 amp Havells share gains up to 8 Mark,"['marketupdate', 'nifty50', 'manage', 'stay', 'bata', 'stocks', 'trading', 'hire', 'amp', 'havells', 'share', 'gains', 'mark']",neutral
Simplified GST Return Process TGI goodsandservicestax goodsandservicestax gstcouncil,"['simplified', 'gst', 'return', 'process', 'tgi', 'goodsandservicestax', 'goodsandservicestax', 'gstcouncil']",positive
28th GST Council Updates A Quick Read TGI goodsandservicestax canikhiljhanwar,"['gst', 'council', 'updates', 'quick', 'read', 'tgi', 'goodsandservicestax', 'canikhiljhanwar']",positive
GST Advance Ruling Mechanism TGI goodsandservicestax advanceruling goodsandservicestax,"['gst', 'advance', 'ruling', 'mechanism', 'tgi', 'goodsandservicestax', 'advanceruling', 'goodsandservicestax']",negative
Recommendations of 28th GST Council Meeting Whats good amp whats not TGI,"['recommendations', 'gst', 'council', 'meeting', 'whats', 'amp', 'whats', 'tgi']",negative
28th GST council meeting Recommendations and it s impact in business TGI,"['gst', 'council', 'meeting', 'recommendations', 'impact', 'business', 'tgi']",positive
 Why no GST on sanitary napkins could actually make it costlier via,"['gst', 'sanitary', 'napkins', 'actually', 'costlier', 'via']",positive
 The GST Council has reduced the GST rate on lithium ion batteries for ElectricVehicles from 28 per cent to 18 per cent,"['gst', 'council', 'reduced', 'gst', 'rate', 'lithium', 'ion', 'batteries', 'electricvehicles', 'cent', 'cent']",negative
 Some men manginas don t stand up for men s issues enthusiastically bcoz they r scared of Feminists soo much scared t,"['manginas', 'don', 'stand', 'issues', 'enthusiastically', 'bcoz', 'scared', 'feminists', 'soo', 'scared']",negative
Taxman Alert eCommerce Companies May Face Audit On GST Rate Cuts taxation GST,"['taxman', 'alert', 'ecommerce', 'companies', 'audit', 'gst', 'rate', 'cuts', 'taxation', 'gst']",negative
All women activists amp feminists should be happy for succeeding in getting GST removed on Sanitary Pads,"['women', 'activists', 'amp', 'feminists', 'happy', 'succeeding', 'getting', 'gst', 'removed', 'sanitary', 'pads']",negative
 The GST rate rationalisation is in keeping with the principles of prudence good economics amp Sabka Saath Sabka Vikas a,"['gst', 'rate', 'rationalisation', 'keeping', 'principles', 'prudence', 'economics', 'amp', 'sabka', 'saath', 'sabka', 'vikas']",positive
 Under the dynamic leadership of PM Ji Synthetic textile manufactures announce to cut prices of their produ,"['dynamic', 'leadership', 'pm', 'ji', 'synthetic', 'textile', 'manufactures', 'announce', 'cut', 'prices', 'produ']",neutral
Why no GST on sanitary napkins could actually make it costlier via,"['gst', 'sanitary', 'napkins', 'actually', 'costlier', 'via']",positive
 Allowing hotels to charge GST on actual tariff is very positive This has been a demand of industry amp we r indeed grateful to,"['allowing', 'hotels', 'charge', 'gst', 'actual', 'tariff', 'positive', 'demand', 'industry', 'amp', 'indeed', 'grateful']",positive
 May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera,"['request', 'shr', 'narendra', 'modi', 'ji', 'amp', 'piyush', 'goyal', 'ji', 'exempt', 'burnol', 'gst', 'basic', 'libera']",negative
 So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu,"['modi', 'govt', 'decision', 'gst', 'sanitary', 'napkins', 'vanish', 'indian', 'manufactu']",positive
 A Big Shoutout to amp for being sensitive towards issues related to women s health amp hygiene,"['shoutout', 'amp', 'sensitive', 'towards', 'issues', 'related', 'women', 'health', 'amp', 'hygiene']",negative
 Why shouldn t be PM JanDhan OROP GST demonetisation SwachhBharath MakeInIndia Ujwala Saubhag,"['shouldn', 'pm', 'jandhan', 'orop', 'gst', 'demonetisation', 'swachhbharath', 'makeinindia', 'ujwala', 'saubhag']",negative
The GST Regime is complicated n needs to be abolished,"['gst', 'regime', 'complicated', 'abolished']",negative
 GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you,"['gst', 'removed', 'sanitary', 'napkins', 'actual', 'women', 'empowerment', 'peak', 'indeed', 'endeavour', 'thank']",negative
 Why shouldn t be PM JanDhan OROP GST demonetisation SwachhBharath MakeInIndia Ujwala Saubhag,"['shouldn', 'pm', 'jandhan', 'orop', 'gst', 'demonetisation', 'swachhbharath', 'makeinindia', 'ujwala', 'saubhag']",negative
Private consumption may get an added kick after a cut in indirect tax rates for a number of consumer goods GST,"['private', 'consumption', 'added', 'kick', 'cut', 'indirect', 'tax', 'rates', 'consumer', 'gst']",negative
End of Day Wrap up Monday July 23 2018 GST GSTCouncil profit PiramalCapital Samhi SBI PNB LIC IT,"['day', 'wrap', 'monday', 'july', 'gst', 'gstcouncil', 'profit', 'piramalcapital', 'samhi', 'sbi', 'pnb', 'lic']",negative
 Some men manginas don t stand up for men s issues enthusiastically bcoz they r scared of Feminists soo much scared t,"['manginas', 'don', 'stand', 'issues', 'enthusiastically', 'bcoz', 'scared', 'feminists', 'soo', 'scared']",negative
DidYouKnow Helpful tips for all ClearTax GST software users,"['didyouknow', 'helpful', 'tips', 'cleartax', 'gst', 'software', 'users']",neutral
 WATCH MP Tiruchi Siva of the DMK suggests removal of GST for sanitary napkins Rajya Sabha appreciates the suggestion March,"['watch', 'mp', 'tiruchi', 'siva', 'dmk', 'suggests', 'removal', 'gst', 'sanitary', 'napkins', 'rajya', 'sabha', 'appreciates', 'suggestion', 'march']",positive
Have spoken to more than a thousand persons in Chhattisgarh in last two months GST is getting a thunbs down,"['spoken', 'thousand', 'persons', 'chhattisgarh', 'months', 'gst', 'getting', 'thunbs']",positive
 Germany Yes Big Win for Woman across the Nation AGAINST none other than Modi Govt GST,"['germany', 'yes', 'win', 'woman', 'nation', 'none', 'modi', 'govt', 'gst']",negative
 Some men manginas don t stand up for men s issues enthusiastically bcoz they r scared of Feminists soo much scared t,"['manginas', 'don', 'stand', 'issues', 'enthusiastically', 'bcoz', 'scared', 'feminists', 'soo', 'scared']",negative
 Feminine hygiene now tax free in India Sanitary napkins out of GST net Periods Happy Independence day Thank you,"['feminine', 'hygiene', 'tax', 'free', 'india', 'sanitary', 'napkins', 'gst', 'net', 'periods', 'happy', 'independence', 'day', 'thank']",neutral
 GST tax slabs are lesser irritants than the design and systems Even medium kirana shops are to shell out Rs 8 10 PM to h,"['gst', 'tax', 'slabs', 'lesser', 'irritants', 'design', 'systems', 'medium', 'kirana', 'shops', 'shell', 'rs', 'pm']",positive
GST tax slabs are lesser irritants than the design and systems Even medium kirana shops are to shell out Rs 8 10,"['gst', 'tax', 'slabs', 'lesser', 'irritants', 'design', 'systems', 'medium', 'kirana', 'shops', 'shell', 'rs']",positive
 MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores,"['mof', 'officials', 'finally', 'checkmated', 'gst', 'council', 'chaired', 'time', 'finance', 'minister', 'piyush', 'goyal', 'ignores']",positive
 After empty boasts and endless PR even as the Govt scrambles to fix GST we are confronted with the monumental failure of,"['empty', 'boasts', 'endless', 'pr', 'govt', 'scrambles', 'fix', 'gst', 'confronted', 'monumental', 'failure']",negative
 GST Removed on Sanitary napkins This is actual Women Empowerment at its peak indeed a good endeavour Thank you,"['gst', 'removed', 'sanitary', 'napkins', 'actual', 'women', 'empowerment', 'peak', 'indeed', 'endeavour', 'thank']",negative
 Now only 35 goods in highest tax bracket of GST For more businessNews watch Topline,"['tax', 'bracket', 'gst', 'businessnews', 'watch', 'topline']",negative
 Election tilt GST Council s rush job angers some FMs of Opposition ruled states who called the process undemocratic unplea,"['election', 'tilt', 'gst', 'council', 'rush', 'job', 'angers', 'fms', 'opposition', 'ruled', 'called', 'process', 'undemocratic', 'unplea']",positive
 Removing GST from sanitarynapkins was long overdue Good to know the correction has happened finally Now upto Governm,"['removing', 'gst', 'sanitarynapkins', 'overdue', 'correction', 'happened', 'finally', 'upto', 'governm']",positive
 So as per Modi govt s decision to did away with GST on sanitary napkins will now vanish Indian Manufactu,"['modi', 'govt', 'decision', 'gst', 'sanitary', 'napkins', 'vanish', 'indian', 'manufactu']",positive
 With just 60 65 percent GST compliance few takers for Composition Scheme and MSME hit at the core govt in,"['percent', 'gst', 'compliance', 'takers', 'composition', 'scheme', 'msme', 'hit', 'core', 'govt']",negative
 MoF officials finally checkmated as GST Council chaired for the first time by Finance Minister Piyush Goyal ignores,"['mof', 'officials', 'finally', 'checkmated', 'gst', 'council', 'chaired', 'time', 'finance', 'minister', 'piyush', 'goyal', 'ignores']",positive
 With just 60 65 percent GST compliance few takers for Composition Scheme and MSME hit at the core govt in,"['percent', 'gst', 'compliance', 'takers', 'composition', 'scheme', 'msme', 'hit', 'core', 'govt']",negative
With just 60 65 percent GST compliance few takers for Composition Scheme and MSME hit at the core g,"['percent', 'gst', 'compliance', 'takers', 'composition', 'scheme', 'msme', 'hit', 'core']",positive
 May I Request Shr Narendra Modi ji amp Piyush Goyal ji to Exempt Burnol from on GST This has become basic need for Libera,"['request', 'shr', 'narendra', 'modi', 'ji', 'amp', 'piyush', 'goyal', 'ji', 'exempt', 'burnol', 'gst', 'basic', 'libera']",negative
