tweets,features,sentiment
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @ModiforPMOrg: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naa…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @rohitgangwal79: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘N…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @rohitgangwal79: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘N…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @ModiforPMOrg: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naa…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @rohitgangwal79: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘N…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @ModiforPMOrg: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naa…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @_YogendraYadav: Modi govt's achievement is that everyone, including

Farmer
Trader
Youth
Women
Dalit
Minorities

is more insecure today…","['modi', 'achievement', 'including', 'farmer', 'trader', 'youth', 'women', 'dalit', 'minorities', 'insecure']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @trehan_barkha: Irony is the entire media attention is on jhappi &amp; wink. No one talks about the real issues the country is facing.
We al…","['irony', 'entire', 'media', 'attention', 'jhappi', 'wink', 'talks', 'real', 'issues', 'country', 'facing']",positive
"RT @trehan_barkha: Rahul Gandhi winks !!
 Many are saying the wink was politically motivated stunt !!
Parliament is to discuss serious,real…","['rahul', 'gandhi', 'winks', 'saying', 'wink', 'politically', 'motivated', 'stunt', 'parliament', 'discuss']",negative
"RT @trehan_barkha: #NoConfidenceMotion
Another opportunity for many media houses to manipulate and gain TRP.
Channels are busy counting num…","['noconfidencemotion', 'opportunity', 'media', 'houses', 'manipulate', 'gain', 'trp', 'channels', 'busy', 'counting']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4Odisha: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamd…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJPLive: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamdars…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/CkaN6ruqTm,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/gkMqGonxWt,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4Odisha: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamd…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @swetasharma91: When you Get ""Salary+Bonus"" from your Boss. 😝😛😝
#NoConfidenceMotion https://t.co/a2eVWbJNTM","['boss', 'noconfidencemotion']",negative
RT @BJP4Odisha: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamd…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/cN0D58nqwc,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/xKr97xOhvC,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @ysjagan: Keenly following the happenings at the Loksabha #NoConfidenceMotion. I will react on this episode at tomorrow’s 8:30am press c…,"['keenly', 'following', 'happenings', 'loksabha', 'noconfidencemotion', 'react', 'episode', 'press']",positive
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/rapW1hlk52,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @AnanthKumar_BJP: #NoConfidenceMotion moved by Shri Srinivas Kesineni was defeated with Ayes 135, Noes 330 . #Parliament reposed full fa…","['noconfidencemotion', 'moved', 'shri', 'srinivas', 'kesineni', 'defeated', 'ayes', 'noes', 'parliament', 'reposed']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/jdwkRZ7xyw,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @TiimesHow: Breaking News : ""Rahul Gandhi ji is versatile. 1st he talked about Bar showing his Italian Culture &amp; his Motherland, then he…","['breaking', 'news', 'rahul', 'gandhi', 'ji', 'versatile', 'talked', 'bar', 'italian', 'culture', 'motherland']",positive
No Monsoon blues for the @narendramodi govt as the treasury benches put the opposition on mat - #NoConfidenceMotion… https://t.co/5KoCP0AsxV,"['monsoon', 'blues', 'govt', 'treasury', 'benches', 'opposition', 'mat']",negative
RT @ModiforPMOrg: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naa…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’… https://t.co/L9PLw1DrwL,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @1Kimsey: If you're in school and hear shooting, fight back, because the Sheriff won't allow deputies to assist.

Gotta keep those crime…","['school', 'hear', 'shooting', 'fight', 'sheriff', 'allow', 'deputies', 'assist', 'gotta']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @arjunraw99: #NoConfidenceMotion
#हरियाणा_में_हिटलर_राज
Haryana Government has no evidence against Sant Rampal, it proves that Saint Ram…","['noconfidencemotion', 'haryana', 'government', 'evidence', 'sant', 'rampal', 'proves', 'saint']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @ShubhamVi: These modifications involve shielding every single electronic components of the plane from several million kilojoules of ele…,"['modifications', 'involve', 'shielding', 'single', 'electronic', 'components', 'plane', 'million', 'kilojoules']",negative
"RT @ShubhamVi: However on the French side,any acknowledgement of this role would place it in direct violation of the NUCLEAR Non-proliferat…","['french', 'acknowledgement', 'role', 'direct', 'violation', 'nuclear']",positive
RT @BJP4Odisha: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamd…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @officekiran: Parliament water logged! Looks like even nature is pained at the way things are being run in the country! 
#NoConfidenceMo…","['parliament', 'water', 'looks', 'nature', 'pained', 'run']",negative
RT @officekiran: Birds of a feather flock together!   How well has @INLDofficial managed to fool the people of Haryana all these years is n…,"['birds', 'feather', 'flock', 'managed', 'fool', 'people', 'haryana']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @rahul_tverma: #NoConfidenceMotion vote suggested mahagatbandhan against #BJP is yet to form. https://t.co/BQ6wEpm71R

#RajyaSabhaDeputy…","['noconfidencemotion', 'vote', 'suggested', 'mahagatbandhan', 'bjp', 'form']",positive
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @smitabarooah: So mitron? You still need more reasons to vote him back in 2019? 😉 #NoConfidenceMotion,"['mitron', 'reasons', 'vote', 'noconfidencemotion']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @RuchiraC: @RahulGandhi on #NoConfidenceMotion : PM Modi can't even look me in the eye, because he knows that he has not been truthful.…","['noconfidencemotion', 'pm', 'modi', 'look', 'eye']",positive
RT @RuchiraC: Bhookamp to resume after a short break. #NoConfidenceMotion #KyaHuaTeraVaada https://t.co/jBI4EsiDlr,"['bhookamp', 'resume', 'short', 'break', 'noconfidencemotion', 'kyahuateravaada']",positive
"RT @RuchiraC: Moment of the Day! #BhookampAaGaya 
#KyaHuaTeraVaada #NoConfidenceMotion https://t.co/KKPxFGjjNn","['moment', 'bhookampaagaya', 'kyahuateravaada', 'noconfidencemotion']",negative
"RT @RuchiraC: Jaddu Ki Jhappi for Modi ji.
Love for all. Idea of Congress. Idea of India. 
#BhookampAaGaya 
#NoConfidenceMotion https://t.c…","['jaddu', 'ki', 'jhappi', 'modi', 'ji', 'love', 'idea', 'congress', 'idea', 'india', 'bhookampaagaya', 'noconfidencemotion']",negative
"RT @INCIndia: The banking system is in free fall.
NPAs rose by 230% under the Modi Govt.
Bad loans rose by 317%. 
#ModiLiesInParliament
#No…","['banking', 'system', 'free', 'fall', 'npas', 'rose', 'modi', 'govt', 'bad', 'loans', 'rose', 'modiliesinparliament']",negative
"RT @RuchiraC: TDP MP, Srinivas Kesineni - ""Why are you so biased, Madam Speaker""? #ModiLiesInParliament 
#NoConfidenceMotion","['tdp', 'mp', 'srinivas', 'kesineni', 'biased', 'madam', 'speaker', 'modiliesinparliament', 'noconfidencemotion']",positive
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4CGState: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naam…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @GlobalMouthful: #PappuModi explains why TBD cost of gas is so high... #NoConfidenceMotion #HugAnIndian #SarkarSarkarMeinFarkHai
@narend…","['pappumodi', 'explains', 'tbd', 'cost', 'gas', 'noconfidencemotion', 'huganindian', 'sarkarsarkarmeinfarkhai']",negative
"RT @GlobalMouthful: #PappuModi explains why TBD cost of gas is so high... #NoConfidenceMotion #HugAnIndian #SarkarSarkarMeinFarkHai
@narend…","['pappumodi', 'explains', 'tbd', 'cost', 'gas', 'noconfidencemotion', 'huganindian', 'sarkarsarkarmeinfarkhai']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @rahul_tverma: #NoConfidenceMotion vote suggested mahagatbandhan against #BJP is yet to form. https://t.co/BQ6wEpm71R

#RajyaSabhaDeputy…","['noconfidencemotion', 'vote', 'suggested', 'mahagatbandhan', 'bjp', 'form']",positive
"RT @rahul_tverma: #NoConfidenceMotion vote suggested mahagatbandhan against #BJP is yet to form. https://t.co/BQ6wEpm71R

#RajyaSabhaDeputy…","['noconfidencemotion', 'vote', 'suggested', 'mahagatbandhan', 'bjp', 'form']",positive
#NoConfidenceMotion vote suggested mahagatbandhan against #BJP is yet to form. https://t.co/BQ6wEpm71R… https://t.co/dvKYJKcUIG,"['noconfidencemotion', 'vote', 'suggested', 'mahagatbandhan', 'bjp', 'form']",positive
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
#PappuModi explains why TBD cost of gas is so high... #NoConfidenceMotion #HugAnIndian #SarkarSarkarMeinFarkHai… https://t.co/YNf8hE4vR0,"['pappumodi', 'explains', 'tbd', 'cost', 'gas', 'noconfidencemotion', 'huganindian']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…","['initiating', 'noconfidencemotion', 'comprehensively', 'exposed', 'injustice', 'ap', 'behalf', 'cr', 'people', 'ap']",positive
RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…,"['fight', 'majority', 'morality', 'provisions', 'act', 'promises', 'people', 'andhra', 'pradesh']",negative
RT @ncbn: We moved #NoConfidenceMotion against the centre after all our efforts to seek the centre’s support failed. NDA govt has repeatedl…,"['moved', 'noconfidencemotion', 'centre', 'efforts', 'seek', 'support', 'failed', 'nda', 'govt']",negative
RT @BJP4India: The opposition had neither the numbers nor the issues. It appears that their ego brought the ‘no confidence motion’. ‘Naamda…,"['opposition', 'neither', 'nor', 'issues', 'appears', 'ego', 'brought', 'confidence']",negative
